date,country,positive,totalTestResults,death
2020-03-13,ABW,2.0,,0.0
2020-03-20,ABW,4.0,,0.0
2020-03-24,ABW,12.0,,0.0
2020-03-25,ABW,17.0,,0.0
2020-03-26,ABW,19.0,,0.0
2020-03-27,ABW,28.0,,0.0
2020-03-28,ABW,28.0,,0.0
2020-03-29,ABW,28.0,,0.0
2020-03-30,ABW,50.0,,0.0
2020-04-01,ABW,55.0,,0.0
2020-04-02,ABW,55.0,,0.0
2020-04-03,ABW,60.0,,0.0
2020-04-04,ABW,62.0,,0.0
2020-04-05,ABW,64.0,,0.0
2020-04-06,ABW,64.0,,0.0
2020-04-07,ABW,71.0,,0.0
2020-04-08,ABW,74.0,,0.0
2020-04-09,ABW,77.0,,0.0
2020-04-10,ABW,82.0,,0.0
2020-04-11,ABW,86.0,,0.0
2020-04-12,ABW,92.0,,0.0
2020-04-13,ABW,92.0,,0.0
2020-04-14,ABW,92.0,,0.0
2020-04-15,ABW,92.0,,0.0
2020-04-16,ABW,93.0,,1.0
2020-04-17,ABW,95.0,,1.0
2020-04-18,ABW,96.0,,2.0
2020-04-19,ABW,96.0,,2.0
2020-04-20,ABW,97.0,,2.0
2020-04-21,ABW,97.0,,2.0
2020-04-22,ABW,97.0,,2.0
2020-04-23,ABW,100.0,,2.0
2020-04-24,ABW,100.0,,2.0
2020-04-25,ABW,100.0,,2.0
2020-04-26,ABW,100.0,,2.0
2020-04-27,ABW,100.0,,2.0
2020-04-28,ABW,100.0,,2.0
2020-04-29,ABW,100.0,,2.0
2020-04-30,ABW,100.0,,2.0
2020-05-01,ABW,100.0,,2.0
2020-05-02,ABW,100.0,,2.0
2020-05-03,ABW,100.0,,2.0
2020-05-04,ABW,100.0,,2.0
2020-05-05,ABW,100.0,,2.0
2020-05-06,ABW,100.0,,2.0
2020-05-07,ABW,101.0,,2.0
2020-05-08,ABW,101.0,,3.0
2020-05-09,ABW,101.0,,3.0
2020-05-10,ABW,101.0,,3.0
2020-05-11,ABW,101.0,,3.0
2020-05-12,ABW,101.0,,3.0
2020-05-13,ABW,101.0,,3.0
2020-05-14,ABW,101.0,,3.0
2020-05-15,ABW,101.0,,3.0
2020-05-16,ABW,101.0,,3.0
2020-05-17,ABW,101.0,,3.0
2020-05-18,ABW,101.0,,3.0
2020-05-19,ABW,101.0,,3.0
2020-05-20,ABW,101.0,,3.0
2020-05-21,ABW,101.0,,3.0
2020-05-22,ABW,101.0,,3.0
2020-05-23,ABW,101.0,,3.0
2020-05-24,ABW,101.0,,3.0
2020-05-25,ABW,101.0,,3.0
2020-05-26,ABW,101.0,,3.0
2020-05-27,ABW,101.0,,3.0
2020-05-28,ABW,101.0,,3.0
2020-05-29,ABW,101.0,,3.0
2020-05-30,ABW,101.0,,3.0
2020-05-31,ABW,101.0,,3.0
2020-06-01,ABW,101.0,,3.0
2020-06-02,ABW,101.0,,3.0
2020-06-03,ABW,101.0,,3.0
2020-06-04,ABW,101.0,,3.0
2020-06-05,ABW,101.0,,3.0
2020-06-06,ABW,101.0,,3.0
2020-06-07,ABW,101.0,,3.0
2020-06-08,ABW,101.0,,3.0
2020-06-09,ABW,101.0,,3.0
2020-06-10,ABW,101.0,,3.0
2020-06-11,ABW,101.0,,3.0
2020-06-12,ABW,101.0,,3.0
2020-06-13,ABW,101.0,,3.0
2020-06-14,ABW,101.0,,3.0
2020-06-15,ABW,101.0,,3.0
2020-06-16,ABW,101.0,,3.0
2020-06-17,ABW,101.0,,3.0
2020-06-18,ABW,101.0,,3.0
2020-06-19,ABW,101.0,,3.0
2020-06-20,ABW,101.0,,3.0
2020-06-21,ABW,101.0,,3.0
2020-06-22,ABW,101.0,,3.0
2020-06-23,ABW,101.0,,3.0
2020-06-24,ABW,101.0,,3.0
2020-06-25,ABW,101.0,,3.0
2020-06-26,ABW,101.0,,3.0
2020-06-27,ABW,101.0,,3.0
2020-06-28,ABW,101.0,,3.0
2020-06-29,ABW,101.0,,3.0
2020-06-30,ABW,103.0,,3.0
2020-07-01,ABW,103.0,,3.0
2020-07-02,ABW,103.0,,3.0
2020-07-03,ABW,104.0,,3.0
2020-07-04,ABW,104.0,,3.0
2020-07-05,ABW,105.0,,3.0
2020-07-06,ABW,105.0,,3.0
2020-07-07,ABW,105.0,,3.0
2020-07-08,ABW,105.0,,3.0
2020-07-09,ABW,105.0,,3.0
2020-07-10,ABW,105.0,,3.0
2020-07-11,ABW,105.0,,3.0
2020-07-12,ABW,105.0,,3.0
2020-07-13,ABW,105.0,,3.0
2020-07-14,ABW,105.0,,3.0
2020-07-15,ABW,106.0,,3.0
2020-07-16,ABW,106.0,,3.0
2020-07-17,ABW,108.0,,3.0
2020-07-18,ABW,108.0,,3.0
2020-07-19,ABW,108.0,,3.0
2020-07-20,ABW,113.0,,3.0
2020-07-21,ABW,115.0,,3.0
2020-07-22,ABW,117.0,,3.0
2020-07-23,ABW,117.0,,3.0
2020-07-24,ABW,117.0,,3.0
2019-12-31,AFG,0.0,,0.0
2020-01-01,AFG,0.0,,0.0
2020-01-02,AFG,0.0,,0.0
2020-01-03,AFG,0.0,,0.0
2020-01-04,AFG,0.0,,0.0
2020-01-05,AFG,0.0,,0.0
2020-01-06,AFG,0.0,,0.0
2020-01-07,AFG,0.0,,0.0
2020-01-08,AFG,0.0,,0.0
2020-01-09,AFG,0.0,,0.0
2020-01-10,AFG,0.0,,0.0
2020-01-11,AFG,0.0,,0.0
2020-01-12,AFG,0.0,,0.0
2020-01-13,AFG,0.0,,0.0
2020-01-14,AFG,0.0,,0.0
2020-01-15,AFG,0.0,,0.0
2020-01-16,AFG,0.0,,0.0
2020-01-17,AFG,0.0,,0.0
2020-01-18,AFG,0.0,,0.0
2020-01-19,AFG,0.0,,0.0
2020-01-20,AFG,0.0,,0.0
2020-01-21,AFG,0.0,,0.0
2020-01-22,AFG,0.0,,0.0
2020-01-23,AFG,0.0,,0.0
2020-01-24,AFG,0.0,,0.0
2020-01-25,AFG,0.0,,0.0
2020-01-26,AFG,0.0,,0.0
2020-01-27,AFG,0.0,,0.0
2020-01-28,AFG,0.0,,0.0
2020-01-29,AFG,0.0,,0.0
2020-01-30,AFG,0.0,,0.0
2020-01-31,AFG,0.0,,0.0
2020-02-01,AFG,0.0,,0.0
2020-02-02,AFG,0.0,,0.0
2020-02-03,AFG,0.0,,0.0
2020-02-04,AFG,0.0,,0.0
2020-02-05,AFG,0.0,,0.0
2020-02-06,AFG,0.0,,0.0
2020-02-07,AFG,0.0,,0.0
2020-02-08,AFG,0.0,,0.0
2020-02-09,AFG,0.0,,0.0
2020-02-10,AFG,0.0,,0.0
2020-02-11,AFG,0.0,,0.0
2020-02-12,AFG,0.0,,0.0
2020-02-13,AFG,0.0,,0.0
2020-02-14,AFG,0.0,,0.0
2020-02-15,AFG,0.0,,0.0
2020-02-16,AFG,0.0,,0.0
2020-02-17,AFG,0.0,,0.0
2020-02-18,AFG,0.0,,0.0
2020-02-19,AFG,0.0,,0.0
2020-02-20,AFG,0.0,,0.0
2020-02-21,AFG,0.0,,0.0
2020-02-22,AFG,0.0,,0.0
2020-02-23,AFG,0.0,,0.0
2020-02-24,AFG,0.0,,0.0
2020-02-25,AFG,1.0,,0.0
2020-02-26,AFG,1.0,,0.0
2020-02-27,AFG,1.0,,0.0
2020-02-28,AFG,1.0,,0.0
2020-02-29,AFG,1.0,,0.0
2020-03-01,AFG,1.0,,0.0
2020-03-02,AFG,1.0,,0.0
2020-03-08,AFG,4.0,,0.0
2020-03-11,AFG,7.0,,0.0
2020-03-15,AFG,10.0,,0.0
2020-03-16,AFG,16.0,,0.0
2020-03-17,AFG,21.0,,0.0
2020-03-18,AFG,22.0,,0.0
2020-03-19,AFG,22.0,,0.0
2020-03-20,AFG,22.0,,0.0
2020-03-21,AFG,24.0,,0.0
2020-03-22,AFG,24.0,,0.0
2020-03-23,AFG,34.0,,0.0
2020-03-24,AFG,40.0,,1.0
2020-03-25,AFG,42.0,,1.0
2020-03-26,AFG,75.0,,1.0
2020-03-27,AFG,75.0,,1.0
2020-03-28,AFG,91.0,,2.0
2020-03-29,AFG,106.0,,3.0
2020-03-30,AFG,114.0,,4.0
2020-03-31,AFG,141.0,,4.0
2020-04-01,AFG,166.0,,4.0
2020-04-02,AFG,192.0,,4.0
2020-04-03,AFG,235.0,,4.0
2020-04-04,AFG,235.0,,4.0
2020-04-05,AFG,270.0,,5.0
2020-04-06,AFG,299.0,,7.0
2020-04-07,AFG,337.0,,7.0
2020-04-08,AFG,367.0,,11.0
2020-04-09,AFG,423.0,,14.0
2020-04-10,AFG,484.0,,15.0
2020-04-11,AFG,521.0,,15.0
2020-04-12,AFG,555.0,,18.0
2020-04-13,AFG,607.0,,18.0
2020-04-14,AFG,665.0,,21.0
2020-04-15,AFG,714.0,,23.0
2020-04-16,AFG,784.0,,25.0
2020-04-17,AFG,794.0,,29.0
2020-04-18,AFG,845.0,,30.0
2020-04-19,AFG,908.0,,30.0
2020-04-20,AFG,996.0,,33.0
2020-04-21,AFG,1031.0,,35.0
2020-04-22,AFG,1092.0,,36.0
2020-04-23,AFG,1176.0,,40.0
2020-04-24,AFG,1281.0,,42.0
2020-04-25,AFG,1351.0,,43.0
2020-04-26,AFG,1463.0,,47.0
2020-04-27,AFG,1531.0,,57.0
2020-04-28,AFG,1703.0,,57.0
2020-04-29,AFG,1827.0,,60.0
2020-04-30,AFG,1949.0,,60.0
2020-05-01,AFG,2171.0,,64.0
2020-05-02,AFG,2335.0,,68.0
2020-05-03,AFG,2469.0,,72.0
2020-05-04,AFG,2704.0,,85.0
2020-05-05,AFG,2894.0,,90.0
2020-05-06,AFG,3224.0,,95.0
2020-05-07,AFG,3392.0,,104.0
2020-05-08,AFG,3563.0,,106.0
2020-05-09,AFG,3778.0,,109.0
2020-05-10,AFG,4033.0,,115.0
2020-05-11,AFG,4402.0,,120.0
2020-05-12,AFG,4687.0,,122.0
2020-05-13,AFG,4967.0,,127.0
2020-05-14,AFG,5226.0,,130.0
2020-05-15,AFG,5339.0,,136.0
2020-05-16,AFG,6402.0,,168.0
2020-05-17,AFG,6402.0,,168.0
2020-05-18,AFG,6664.0,,169.0
2020-05-19,AFG,7072.0,,173.0
2020-05-20,AFG,7653.0,,178.0
2020-05-21,AFG,8145.0,,187.0
2020-05-22,AFG,8676.0,,193.0
2020-05-23,AFG,9216.0,,205.0
2020-05-24,AFG,9998.0,,216.0
2020-05-25,AFG,10582.0,,218.0
2020-05-26,AFG,11173.0,,219.0
2020-05-27,AFG,11831.0,,220.0
2020-05-28,AFG,12456.0,,227.0
2020-05-29,AFG,13036.0,,235.0
2020-05-30,AFG,13659.0,,246.0
2020-05-31,AFG,14525.0,,249.0
2020-06-01,AFG,15205.0,,257.0
2020-06-02,AFG,15750.0,,265.0
2020-06-03,AFG,16509.0,,270.0
2020-06-04,AFG,17267.0,,294.0
2020-06-05,AFG,18054.0,,300.0
2020-06-06,AFG,18969.0,,309.0
2020-06-07,AFG,19551.0,,327.0
2020-06-08,AFG,20342.0,,357.0
2020-06-09,AFG,20917.0,,369.0
2020-06-10,AFG,21459.0,,384.0
2020-06-11,AFG,22143.0,,405.0
2020-06-12,AFG,22890.0,,426.0
2020-06-13,AFG,23546.0,,446.0
2020-06-14,AFG,24102.0,,451.0
2020-06-15,AFG,24766.0,,471.0
2020-06-16,AFG,25527.0,,478.0
2020-06-17,AFG,26310.0,,491.0
2020-06-18,AFG,26874.0,,504.0
2020-06-19,AFG,27532.0,,546.0
2020-06-20,AFG,27878.0,,548.0
2020-06-21,AFG,28424.0,,569.0
2020-06-22,AFG,28833.0,,581.0
2020-06-23,AFG,29143.0,,598.0
2020-06-24,AFG,29481.0,,618.0
2020-06-25,AFG,29715.0,,639.0
2020-06-26,AFG,30175.0,,675.0
2020-06-27,AFG,30451.0,,683.0
2020-06-28,AFG,30616.0,,703.0
2020-06-29,AFG,30967.0,,721.0
2020-06-30,AFG,31238.0,,733.0
2020-07-01,AFG,31517.0,,746.0
2020-07-02,AFG,31836.0,,774.0
2020-07-03,AFG,32022.0,,807.0
2020-07-04,AFG,32324.0,,819.0
2020-07-05,AFG,32672.0,,826.0
2020-07-06,AFG,32951.0,,864.0
2020-07-07,AFG,33384.0,,920.0
2020-07-08,AFG,33594.0,,936.0
2020-07-09,AFG,33653.0,,937.0
2020-07-10,AFG,33908.0,,957.0
2020-07-11,AFG,34366.0,,994.0
2020-07-12,AFG,34451.0,,1010.0
2020-07-13,AFG,34451.0,,1010.0
2020-07-14,AFG,34455.0,,1012.0
2020-07-15,AFG,34740.0,,1045.0
2020-07-16,AFG,34994.0,,1094.0
2020-07-17,AFG,35070.0,,1115.0
2020-07-18,AFG,35289.0,,1147.0
2020-07-19,AFG,35301.0,,1164.0
2020-07-20,AFG,35475.0,,1181.0
2020-07-21,AFG,35615.0,,1186.0
2020-07-22,AFG,35727.0,,1190.0
2020-07-23,AFG,35915.0,,1211.0
2020-07-24,AFG,35928.0,,1211.0
2020-03-22,AGO,2.0,,0.0
2020-03-23,AGO,2.0,,0.0
2020-03-24,AGO,2.0,,0.0
2020-03-25,AGO,2.0,,0.0
2020-03-26,AGO,2.0,,0.0
2020-03-27,AGO,3.0,,0.0
2020-03-28,AGO,4.0,,0.0
2020-03-29,AGO,4.0,,0.0
2020-03-30,AGO,7.0,,2.0
2020-03-31,AGO,7.0,,2.0
2020-04-01,AGO,7.0,,2.0
2020-04-02,AGO,8.0,,2.0
2020-04-03,AGO,8.0,,2.0
2020-04-04,AGO,8.0,,2.0
2020-04-05,AGO,10.0,,2.0
2020-04-06,AGO,14.0,,2.0
2020-04-07,AGO,16.0,,2.0
2020-04-08,AGO,17.0,,2.0
2020-04-09,AGO,19.0,,2.0
2020-04-10,AGO,19.0,,2.0
2020-04-11,AGO,19.0,,2.0
2020-04-12,AGO,19.0,,2.0
2020-04-13,AGO,19.0,,2.0
2020-04-14,AGO,19.0,,2.0
2020-04-15,AGO,19.0,,2.0
2020-04-16,AGO,19.0,,2.0
2020-04-17,AGO,19.0,,2.0
2020-04-18,AGO,19.0,,2.0
2020-04-19,AGO,24.0,,2.0
2020-04-20,AGO,24.0,,2.0
2020-04-21,AGO,24.0,,2.0
2020-04-22,AGO,24.0,,2.0
2020-04-23,AGO,24.0,,2.0
2020-04-24,AGO,25.0,,2.0
2020-04-25,AGO,25.0,,2.0
2020-04-26,AGO,25.0,,2.0
2020-04-27,AGO,26.0,,2.0
2020-04-28,AGO,27.0,,2.0
2020-04-29,AGO,27.0,,2.0
2020-04-30,AGO,27.0,,2.0
2020-05-01,AGO,27.0,,2.0
2020-05-02,AGO,29.0,,2.0
2020-05-03,AGO,35.0,,2.0
2020-05-04,AGO,35.0,,2.0
2020-05-05,AGO,35.0,,2.0
2020-05-06,AGO,36.0,,2.0
2020-05-07,AGO,36.0,,2.0
2020-05-08,AGO,36.0,,2.0
2020-05-09,AGO,43.0,,2.0
2020-05-10,AGO,43.0,,2.0
2020-05-11,AGO,45.0,,2.0
2020-05-12,AGO,45.0,,2.0
2020-05-13,AGO,45.0,,2.0
2020-05-14,AGO,45.0,,2.0
2020-05-15,AGO,48.0,,2.0
2020-05-16,AGO,48.0,,2.0
2020-05-17,AGO,48.0,,2.0
2020-05-18,AGO,48.0,,2.0
2020-05-19,AGO,48.0,,2.0
2020-05-20,AGO,50.0,,2.0
2020-05-21,AGO,52.0,,3.0
2020-05-22,AGO,58.0,,3.0
2020-05-23,AGO,60.0,,3.0
2020-05-24,AGO,60.0,,3.0
2020-05-25,AGO,69.0,,4.0
2020-05-26,AGO,69.0,,4.0
2020-05-27,AGO,71.0,,4.0
2020-05-28,AGO,71.0,,4.0
2020-05-29,AGO,73.0,,4.0
2020-05-30,AGO,77.0,,4.0
2020-05-31,AGO,84.0,,4.0
2020-06-01,AGO,86.0,,4.0
2020-06-02,AGO,86.0,,4.0
2020-06-03,AGO,86.0,,4.0
2020-06-04,AGO,86.0,,4.0
2020-06-05,AGO,86.0,,4.0
2020-06-06,AGO,86.0,,4.0
2020-06-07,AGO,86.0,,4.0
2020-06-08,AGO,91.0,,4.0
2020-06-09,AGO,92.0,,4.0
2020-06-10,AGO,96.0,,4.0
2020-06-11,AGO,113.0,,4.0
2020-06-12,AGO,118.0,,5.0
2020-06-13,AGO,130.0,,5.0
2020-06-14,AGO,138.0,,6.0
2020-06-15,AGO,140.0,,6.0
2020-06-16,AGO,142.0,,6.0
2020-06-17,AGO,142.0,,6.0
2020-06-18,AGO,155.0,,7.0
2020-06-19,AGO,155.0,,7.0
2020-06-20,AGO,166.0,,8.0
2020-06-21,AGO,172.0,,8.0
2020-06-22,AGO,176.0,,9.0
2020-06-23,AGO,183.0,,9.0
2020-06-24,AGO,186.0,,10.0
2020-06-25,AGO,189.0,,10.0
2020-06-26,AGO,197.0,,10.0
2020-06-27,AGO,212.0,,10.0
2020-06-28,AGO,244.0,,10.0
2020-06-29,AGO,267.0,,11.0
2020-06-30,AGO,276.0,,11.0
2020-07-01,AGO,284.0,,13.0
2020-07-02,AGO,291.0,,15.0
2020-07-03,AGO,315.0,,17.0
2020-07-04,AGO,328.0,,18.0
2020-07-05,AGO,346.0,,19.0
2020-07-06,AGO,346.0,,19.0
2020-07-07,AGO,353.0,,19.0
2020-07-08,AGO,353.0,,19.0
2020-07-09,AGO,386.0,,21.0
2020-07-10,AGO,396.0,,22.0
2020-07-11,AGO,458.0,,23.0
2020-07-12,AGO,483.0,,25.0
2020-07-13,AGO,506.0,,26.0
2020-07-14,AGO,506.0,,26.0
2020-07-15,AGO,525.0,,26.0
2020-07-16,AGO,576.0,,27.0
2020-07-17,AGO,607.0,,28.0
2020-07-18,AGO,638.0,,29.0
2020-07-19,AGO,687.0,,29.0
2020-07-20,AGO,705.0,,29.0
2020-07-21,AGO,749.0,,29.0
2020-07-22,AGO,749.0,,29.0
2020-07-23,AGO,779.0,,30.0
2020-07-24,AGO,812.0,,33.0
2020-03-27,AIA,2.0,,0.0
2020-03-28,AIA,2.0,,0.0
2020-03-29,AIA,2.0,,0.0
2020-03-30,AIA,2.0,,0.0
2020-03-31,AIA,2.0,,0.0
2020-04-01,AIA,2.0,,0.0
2020-04-02,AIA,2.0,,0.0
2020-04-03,AIA,3.0,,0.0
2020-04-04,AIA,3.0,,0.0
2020-04-05,AIA,3.0,,0.0
2020-04-06,AIA,3.0,,0.0
2020-04-07,AIA,3.0,,0.0
2020-04-08,AIA,3.0,,0.0
2020-04-09,AIA,3.0,,0.0
2020-04-10,AIA,3.0,,0.0
2020-04-11,AIA,3.0,,0.0
2020-04-12,AIA,3.0,,0.0
2020-04-13,AIA,3.0,,0.0
2020-04-14,AIA,3.0,,0.0
2020-04-15,AIA,3.0,,0.0
2020-04-16,AIA,3.0,,0.0
2020-04-17,AIA,3.0,,0.0
2020-04-18,AIA,3.0,,0.0
2020-04-19,AIA,3.0,,0.0
2020-04-20,AIA,3.0,,0.0
2020-04-21,AIA,3.0,,0.0
2020-04-22,AIA,3.0,,0.0
2020-04-23,AIA,3.0,,0.0
2020-04-24,AIA,3.0,,0.0
2020-04-25,AIA,3.0,,0.0
2020-04-26,AIA,3.0,,0.0
2020-04-27,AIA,3.0,,0.0
2020-04-28,AIA,3.0,,0.0
2020-04-29,AIA,3.0,,0.0
2020-04-30,AIA,3.0,,0.0
2020-05-01,AIA,3.0,,0.0
2020-05-02,AIA,3.0,,0.0
2020-05-03,AIA,3.0,,0.0
2020-05-04,AIA,3.0,,0.0
2020-05-05,AIA,3.0,,0.0
2020-05-06,AIA,3.0,,0.0
2020-05-07,AIA,3.0,,0.0
2020-05-08,AIA,3.0,,0.0
2020-05-09,AIA,3.0,,0.0
2020-05-10,AIA,3.0,,0.0
2020-05-11,AIA,3.0,,0.0
2020-05-12,AIA,3.0,,0.0
2020-05-13,AIA,3.0,,0.0
2020-05-14,AIA,3.0,,0.0
2020-05-15,AIA,3.0,,0.0
2020-05-16,AIA,3.0,,0.0
2020-05-17,AIA,3.0,,0.0
2020-05-18,AIA,3.0,,0.0
2020-05-19,AIA,3.0,,0.0
2020-05-20,AIA,3.0,,0.0
2020-05-21,AIA,3.0,,0.0
2020-05-22,AIA,3.0,,0.0
2020-05-23,AIA,3.0,,0.0
2020-05-24,AIA,3.0,,0.0
2020-05-25,AIA,3.0,,0.0
2020-05-26,AIA,3.0,,0.0
2020-05-27,AIA,3.0,,0.0
2020-05-28,AIA,3.0,,0.0
2020-05-29,AIA,3.0,,0.0
2020-05-30,AIA,3.0,,0.0
2020-05-31,AIA,3.0,,0.0
2020-06-01,AIA,3.0,,0.0
2020-06-02,AIA,3.0,,0.0
2020-06-03,AIA,3.0,,0.0
2020-06-04,AIA,3.0,,0.0
2020-06-05,AIA,3.0,,0.0
2020-06-06,AIA,3.0,,0.0
2020-06-07,AIA,3.0,,0.0
2020-06-08,AIA,3.0,,0.0
2020-06-09,AIA,3.0,,0.0
2020-06-10,AIA,3.0,,0.0
2020-06-11,AIA,3.0,,0.0
2020-06-12,AIA,3.0,,0.0
2020-06-13,AIA,3.0,,0.0
2020-06-14,AIA,3.0,,0.0
2020-06-15,AIA,3.0,,0.0
2020-06-16,AIA,3.0,,0.0
2020-06-17,AIA,3.0,,0.0
2020-06-18,AIA,3.0,,0.0
2020-06-19,AIA,3.0,,0.0
2020-06-20,AIA,3.0,,0.0
2020-06-21,AIA,3.0,,0.0
2020-06-22,AIA,3.0,,0.0
2020-06-23,AIA,3.0,,0.0
2020-06-24,AIA,3.0,,0.0
2020-06-25,AIA,3.0,,0.0
2020-06-26,AIA,3.0,,0.0
2020-06-27,AIA,3.0,,0.0
2020-06-28,AIA,3.0,,0.0
2020-06-29,AIA,3.0,,0.0
2020-06-30,AIA,3.0,,0.0
2020-07-01,AIA,3.0,,0.0
2020-07-02,AIA,3.0,,0.0
2020-07-03,AIA,3.0,,0.0
2020-07-04,AIA,3.0,,0.0
2020-07-05,AIA,3.0,,0.0
2020-07-06,AIA,3.0,,0.0
2020-07-07,AIA,3.0,,0.0
2020-07-08,AIA,3.0,,0.0
2020-07-09,AIA,3.0,,0.0
2020-07-10,AIA,3.0,,0.0
2020-07-11,AIA,3.0,,0.0
2020-07-12,AIA,3.0,,0.0
2020-07-13,AIA,3.0,,0.0
2020-07-14,AIA,3.0,,0.0
2020-07-15,AIA,3.0,,0.0
2020-07-16,AIA,3.0,,0.0
2020-07-17,AIA,3.0,,0.0
2020-07-18,AIA,3.0,,0.0
2020-07-19,AIA,3.0,,0.0
2020-07-20,AIA,3.0,,0.0
2020-07-21,AIA,3.0,,0.0
2020-07-22,AIA,3.0,,0.0
2020-07-23,AIA,3.0,,0.0
2020-07-24,AIA,3.0,,0.0
2020-03-09,ALB,2.0,,0.0
2020-03-10,ALB,6.0,,0.0
2020-03-11,ALB,10.0,,0.0
2020-03-12,ALB,11.0,,1.0
2020-03-13,ALB,23.0,,1.0
2020-03-14,ALB,33.0,,1.0
2020-03-15,ALB,38.0,,1.0
2020-03-16,ALB,42.0,,1.0
2020-03-17,ALB,51.0,,1.0
2020-03-18,ALB,55.0,,1.0
2020-03-19,ALB,59.0,,2.0
2020-03-20,ALB,70.0,,2.0
2020-03-21,ALB,70.0,,2.0
2020-03-22,ALB,76.0,,2.0
2020-03-23,ALB,89.0,,2.0
2020-03-24,ALB,100.0,,4.0
2020-03-25,ALB,123.0,,5.0
2020-03-26,ALB,146.0,,5.0
2020-03-27,ALB,174.0,,6.0
2020-03-28,ALB,186.0,,9.0
2020-03-29,ALB,197.0,,10.0
2020-03-30,ALB,212.0,,10.0
2020-03-31,ALB,223.0,,12.0
2020-04-01,ALB,243.0,,15.0
2020-04-02,ALB,259.0,,15.0
2020-04-03,ALB,277.0,,16.0
2020-04-04,ALB,304.0,,17.0
2020-04-05,ALB,333.0,,19.0
2020-04-06,ALB,361.0,,21.0
2020-04-07,ALB,377.0,,22.0
2020-04-08,ALB,383.0,,22.0
2020-04-09,ALB,400.0,,22.0
2020-04-10,ALB,409.0,,23.0
2020-04-11,ALB,416.0,,23.0
2020-04-12,ALB,433.0,,23.0
2020-04-13,ALB,446.0,,23.0
2020-04-14,ALB,467.0,,23.0
2020-04-15,ALB,475.0,,24.0
2020-04-16,ALB,494.0,,25.0
2020-04-17,ALB,518.0,,26.0
2020-04-18,ALB,539.0,,26.0
2020-04-19,ALB,548.0,,26.0
2020-04-20,ALB,562.0,,26.0
2020-04-21,ALB,584.0,,26.0
2020-04-22,ALB,609.0,,26.0
2020-04-23,ALB,634.0,,27.0
2020-04-24,ALB,663.0,,27.0
2020-04-25,ALB,678.0,,27.0
2020-04-26,ALB,712.0,,27.0
2020-04-27,ALB,726.0,,28.0
2020-04-28,ALB,736.0,,28.0
2020-04-29,ALB,750.0,,30.0
2020-04-30,ALB,766.0,,31.0
2020-05-01,ALB,773.0,,31.0
2020-05-02,ALB,782.0,,31.0
2020-05-03,ALB,789.0,,31.0
2020-05-04,ALB,795.0,,31.0
2020-05-05,ALB,803.0,,31.0
2020-05-06,ALB,820.0,,31.0
2020-05-07,ALB,832.0,,31.0
2020-05-08,ALB,842.0,,31.0
2020-05-09,ALB,850.0,,31.0
2020-05-10,ALB,856.0,,31.0
2020-05-11,ALB,868.0,,31.0
2020-05-12,ALB,872.0,,31.0
2020-05-13,ALB,876.0,,31.0
2020-05-14,ALB,880.0,,31.0
2020-05-15,ALB,898.0,,31.0
2020-05-16,ALB,916.0,,31.0
2020-05-17,ALB,933.0,,31.0
2020-05-18,ALB,946.0,,31.0
2020-05-19,ALB,948.0,,31.0
2020-05-20,ALB,949.0,,31.0
2020-05-21,ALB,964.0,,31.0
2020-05-22,ALB,969.0,,31.0
2020-05-23,ALB,981.0,,31.0
2020-05-24,ALB,989.0,,31.0
2020-05-25,ALB,998.0,,32.0
2020-05-26,ALB,1004.0,,32.0
2020-05-27,ALB,1029.0,,33.0
2020-05-28,ALB,1050.0,,33.0
2020-05-29,ALB,1076.0,,33.0
2020-05-30,ALB,1099.0,,33.0
2020-05-31,ALB,1122.0,,33.0
2020-06-01,ALB,1137.0,,33.0
2020-06-02,ALB,1143.0,,33.0
2020-06-03,ALB,1164.0,,33.0
2020-06-04,ALB,1184.0,,33.0
2020-06-05,ALB,1197.0,,33.0
2020-06-06,ALB,1212.0,,33.0
2020-06-07,ALB,1232.0,,34.0
2020-06-08,ALB,1246.0,,34.0
2020-06-09,ALB,1263.0,,34.0
2020-06-10,ALB,1299.0,,34.0
2020-06-11,ALB,1341.0,,34.0
2020-06-12,ALB,1385.0,,35.0
2020-06-13,ALB,1416.0,,36.0
2020-06-14,ALB,1464.0,,36.0
2020-06-15,ALB,1521.0,,36.0
2020-06-16,ALB,1590.0,,36.0
2020-06-17,ALB,1672.0,,37.0
2020-06-18,ALB,1722.0,,38.0
2020-06-19,ALB,1788.0,,39.0
2020-06-20,ALB,1838.0,,42.0
2020-06-21,ALB,1891.0,,43.0
2020-06-22,ALB,1927.0,,44.0
2020-06-23,ALB,1995.0,,44.0
2020-06-24,ALB,2047.0,,45.0
2020-06-25,ALB,2114.0,,47.0
2020-06-26,ALB,2192.0,,49.0
2020-06-27,ALB,2269.0,,51.0
2020-06-28,ALB,2330.0,,53.0
2020-06-29,ALB,2402.0,,55.0
2020-06-30,ALB,2466.0,,58.0
2020-07-01,ALB,2535.0,,62.0
2020-07-02,ALB,2580.0,,65.0
2020-07-03,ALB,2662.0,,69.0
2020-07-04,ALB,2752.0,,72.0
2020-07-05,ALB,2819.0,,74.0
2020-07-06,ALB,2893.0,,76.0
2020-07-07,ALB,2964.0,,79.0
2020-07-08,ALB,3038.0,,81.0
2020-07-09,ALB,3106.0,,83.0
2020-07-10,ALB,3188.0,,83.0
2020-07-11,ALB,3278.0,,85.0
